relative_path,file_name,extension,top_group,depth,package_state,korean_description
01_PROJECT_MAP_AND_LEDGER/CONTEXT_AND_DECISION_LINEAGE.md,CONTEXT_AND_DECISION_LINEAGE.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 설명·보고·계약·의사결정 문서
01_PROJECT_MAP_AND_LEDGER/CONTEXT_LINEAGE_REGISTER.csv,CONTEXT_LINEAGE_REGISTER.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/EVIDENCE_INDEX.csv,EVIDENCE_INDEX.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,작업 결론을 실제 근거 파일·SHA-256과 연결한 인덱스
01_PROJECT_MAP_AND_LEDGER/FILE_ALIAS_AND_PATH_INDEX.csv,FILE_ALIAS_AND_PATH_INDEX.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,HQ·Notebook·원본 파일의 alias와 실제 원본 경로·SHA 연결표
01_PROJECT_MAP_AND_LEDGER/FINAL_SUBMISSION_REPORT.md,FINAL_SUBMISSION_REPORT.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 작업의 목적·실행 결과·해석 경계를 기록한 보고서
01_PROJECT_MAP_AND_LEDGER/HANDOFF_CUTOFF_MANIFEST.json,HANDOFF_CUTOFF_MANIFEST.json,.json,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,cutoff에서 공식 근거로 등록한 파일·SHA·상태 manifest
01_PROJECT_MAP_AND_LEDGER/HQ_CELL_IMPLEMENTATION_MAP.csv,HQ_CELL_IMPLEMENTATION_MAP.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/HQ_NOTEBOOK_CELL_TREE.csv,HQ_NOTEBOOK_CELL_TREE.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/MANIFEST_SCOPE_AND_REVISION_MAP.csv,MANIFEST_SCOPE_AND_REVISION_MAP.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 입력·출력·경로·SHA-256을 고정한 manifest
01_PROJECT_MAP_AND_LEDGER/MERGE_PACKET.md,MERGE_PACKET.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 작업의 QA·채택 범위·남은 제한을 요약한 merge packet
01_PROJECT_MAP_AND_LEDGER/OPEN_GATES.csv,OPEN_GATES.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,현재 미완료·차단·다음 통과 조건 목록
01_PROJECT_MAP_AND_LEDGER/OPEN_ISSUES_AND_NEXT_GATES.md,OPEN_ISSUES_AND_NEXT_GATES.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 설명·보고·계약·의사결정 문서
01_PROJECT_MAP_AND_LEDGER/PACKAGE_VIEW_MANIFEST.json,PACKAGE_VIEW_MANIFEST.json,.json,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 입력·출력·경로·SHA-256을 고정한 manifest
01_PROJECT_MAP_AND_LEDGER/PROJECT_SCHEMA.json,PROJECT_SCHEMA.json,.json,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,현재 프로젝트 상태를 기계가 읽는 single source of status truth
01_PROJECT_MAP_AND_LEDGER/PYTHON_MODULE_AUDIT.csv,PYTHON_MODULE_AUDIT.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/RECONCILIATION_DISCREPANCIES.csv,RECONCILIATION_DISCREPANCIES.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/REPRODUCTION_AND_RESUME_GUIDE.md,REPRODUCTION_AND_RESUME_GUIDE.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 설명·보고·계약·의사결정 문서
01_PROJECT_MAP_AND_LEDGER/SOURCE_CUTOFF_MANIFEST.json,SOURCE_CUTOFF_MANIFEST.json,.json,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 입력·출력·경로·SHA-256을 고정한 manifest
01_PROJECT_MAP_AND_LEDGER/SUBMISSION_REQUIREMENTS_CHECKLIST.csv,SUBMISSION_REQUIREMENTS_CHECKLIST.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 계산값·registry·manifest·QA 표
01_PROJECT_MAP_AND_LEDGER/URP4_1_HQ_21CELL_RAW_FLOW.svg,URP4_1_HQ_21CELL_RAW_FLOW.svg,.svg,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 벡터 다이어그램·도식
01_PROJECT_MAP_AND_LEDGER/URP4_1_HQ_PROJECT_MAP.html,URP4_1_HQ_PROJECT_MAP.html,.html,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,브라우저에서 보는 전체 파이프라인·상태·근거 연결 지도
01_PROJECT_MAP_AND_LEDGER/URP4_1_HQ_PROJECT_MAP.md,URP4_1_HQ_PROJECT_MAP.md,.md,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,전체 파이프라인·상태·근거 연결 지도의 Markdown 버전
01_PROJECT_MAP_AND_LEDGER/URP4_1_HQ_PROJECT_MAP.svg,URP4_1_HQ_PROJECT_MAP.svg,.svg,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,01_PROJECT_MAP_AND_LEDGER 폴더의 벡터 다이어그램·도식
01_PROJECT_MAP_AND_LEDGER/URP4_1_MASTER_HANDOFF_LEDGER.xlsx,URP4_1_MASTER_HANDOFF_LEDGER.xlsx,.xlsx,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,박사님과 후속 담당자가 필터·검색하는 프로젝트 종합 원장
01_PROJECT_MAP_AND_LEDGER/WORK_PACKAGE_LEDGER.csv,WORK_PACKAGE_LEDGER.csv,.csv,01_PROJECT_MAP_AND_LEDGER,1,current_package_member_or_evidence,작업별 실행·과학·Notebook 통합·release 상태 원장
02_VERIFIED_CORE_HQ_NB_PY/00_PRIOR_CORE_RELEASE_RECEIPT.json,00_PRIOR_CORE_RELEASE_RECEIPT.json,.json,02_VERIFIED_CORE_HQ_NB_PY,1,current_package_member_or_evidence,02_VERIFIED_CORE_HQ_NB_PY 폴더의 설정·manifest·상태·QA 기계 판독 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/config/HQ_BLUEPRINT_V0_2_STAGE_REGISTRY.json,HQ_BLUEPRINT_V0_2_STAGE_REGISTRY.json,.json,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,config 폴더의 설정·manifest·상태·QA 기계 판독 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/configs/default.json,default.json,.json,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,configs 폴더의 설정·manifest·상태·QA 기계 판독 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/configs/training_future_run_skeleton.json,training_future_run_skeleton.json,.json,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,configs 폴더의 설정·manifest·상태·QA 기계 판독 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/configs/training_method_availability.csv,training_method_availability.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,configs 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/HQ-INTAKE-001_AUDIT_REPORT_20260728.md,HQ-INTAKE-001_AUDIT_REPORT_20260728.md,.md,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/HQ_SUBMISSION_READINESS_20260728.md,HQ_SUBMISSION_READINESS_20260728.md,.md,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/submission_audit/URP4-1_HQ_GLOBAL_DEBUG_VALIDATION_AND_SUBMISSION_AUDIT_20260728.md,URP4-1_HQ_GLOBAL_DEBUG_VALIDATION_AND_SUBMISSION_AUDIT_20260728.md,.md,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,submission_audit 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/submission_audit/URP4-1_HQ_INCOMPLETE_WORK_QUEUE_20260728.csv,URP4-1_HQ_INCOMPLETE_WORK_QUEUE_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,submission_audit 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/submission_audit/URP4-1_HQ_SUBMISSION_REQUIREMENTS_CHECKLIST_20260728.csv,URP4-1_HQ_SUBMISSION_REQUIREMENTS_CHECKLIST_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,submission_audit 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_CONTROLLER_POLICY_20260728.csv,URP4-1_HQ_CONTROLLER_POLICY_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_FINALIZATION_REPORT_20260728.md,URP4-1_HQ_FINALIZATION_REPORT_20260728.md,.md,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_INTAKE_AUDIT_20260728.csv,URP4-1_HQ_INTAKE_AUDIT_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_INTEGRATION_MANIFEST_20260728.csv,URP4-1_HQ_INTEGRATION_MANIFEST_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 입력·출력·경로·SHA-256을 고정한 manifest
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_MODULE_AUDIT_20260728.csv,URP4-1_HQ_MODULE_AUDIT_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_SIDECHAT_CONFLICT_RESOLUTION_20260728.csv,URP4-1_HQ_SIDECHAT_CONFLICT_RESOLUTION_20260728.csv,.csv,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,docs 폴더의 계산값·registry·manifest·QA 표
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/README_RUN.md,README_RUN.md,.md,02_VERIFIED_CORE_HQ_NB_PY,2,current_package_member_or_evidence,00_RUNNABLE_HQ_AND_ENGINE 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/audit_deliverable.py,audit_deliverable.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/controller_contract.py,controller_contract.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/generated_controlled_box_N40.stl,generated_controlled_box_N40.stl,.stl,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,fixtures 검증·예제에 사용하는 geometry 파일(STL)
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/L28_UBCCz_VF30_imported.stl,L28_UBCCz_VF30_imported.stl,.stl,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,fixtures 검증·예제에 사용하는 geometry 파일(STL)
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/L28_UBCCz_VF30_original.stp,L28_UBCCz_VF30_original.stp,.stp,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,fixtures 검증·예제에 사용하는 geometry 파일(STP)
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/README.md,README.md,.md,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,fixtures 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/full_descriptor_smoke.py,full_descriptor_smoke.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/resume_generated_fixture_descriptor.py,resume_generated_fixture_descriptor.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/resume_voxel_smoke.py,resume_voxel_smoke.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/smoke_hq.py,smoke_hq.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,3,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/canonical.py,canonical.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/ids.py,ids.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/models.py,models.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/README.md,README.md,.md,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,v0_1 폴더의 설명·보고·계약·의사결정 문서
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/schemas/urp4_contracts_v0_1.schema.json,urp4_contracts_v0_1.schema.json,.json,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,schemas 폴더의 설정·manifest·상태·QA 기계 판독 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/validation.py,validation.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/component.py,component.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/config.py,config.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/contracts.py,contracts.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/formula.py,formula.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/geometry.py,geometry.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/models.py,models.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/pipeline.py,pipeline.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/pixel.py,pixel.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/population.py,population.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/qa.py,qa.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/run139.py,run139.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/service.py,service.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/slicing.py,slicing.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,4,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/contracts.py,contracts.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/descriptors.py,descriptors.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/exporters.py,exporters.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/graph.py,graph.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/models.py,models.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/plugin.py,plugin.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/type_b.py,type_b.py,.py,02_VERIFIED_CORE_HQ_NB_PY,6,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/__init__.py,__init__.py,.py,02_VERIFIED_CORE_HQ_NB_PY,5,current_package_member_or_evidence,프로젝트 작업의 python_source 근거 파일
