bank_version,candidate_id,candidate_group_id,descriptor_family,output_name,unit,source_population,aggregation_formula,applicable_family,direct_or_derived,source_bank,source_value_table,technical_role,qualification_status,confidence_status,later_evaluation_role,active_feature,promoted,y_evidence,notes,model_count,finite_count,unique_count,unified_block_id,unified_block_member_count,unified_edge_degree
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_y_q10_mm,LIT-X001,directional_solid_chord,solid_chord_y_q10_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,5,U096-BLK-009,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_y_q50_mm,LIT-X001,directional_solid_chord,solid_chord_y_q50_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,9,U096-BLK-010,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_y_q90_mm,LIT-X001,directional_solid_chord,solid_chord_y_q90_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,15,U096-BLK-011,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_y_spanning_line_fraction,LIT-X001,directional_solid_chord,solid_chord_y_spanning_line_fraction,dimensionless,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,32,U096-BLK-012,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_count,LIT-X001,directional_solid_chord,solid_chord_z_count,count,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-013,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_mean_mm,LIT-X001,directional_solid_chord,solid_chord_z_mean_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_resolution,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_resolution,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-014,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_population_std_mm,LIT-X001,directional_solid_chord,solid_chord_z_population_std_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-015,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_q10_mm,LIT-X001,directional_solid_chord,solid_chord_z_q10_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,6,U096-BLK-016,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_q50_mm,LIT-X001,directional_solid_chord,solid_chord_z_q50_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,9,U096-BLK-017,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_q90_mm,LIT-X001,directional_solid_chord,solid_chord_z_q90_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,17,U096-BLK-018,1,0
XREG-v0.3-TECHNICAL,LIT-X001::solid_chord_z_spanning_line_fraction,LIT-X001,directional_solid_chord,solid_chord_z_spanning_line_fraction,dimensionless,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,29,U096-BLK-019,1,0
XREG-v0.3-TECHNICAL,LIT-X002::C2_x_efold_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_x_efold_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,57,57,U096-BLK-020,1,0
XREG-v0.3-TECHNICAL,LIT-X002::C2_x_positive_auc_0_20_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_x_positive_auc_0_20_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-021,2,1
XREG-v0.3-TECHNICAL,LIT-X002::C2_y_efold_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_y_efold_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,57,57,U096-BLK-022,1,0
XREG-v0.3-TECHNICAL,LIT-X002::C2_y_positive_auc_0_20_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_y_positive_auc_0_20_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-021,2,1
XREG-v0.3-TECHNICAL,LIT-X002::C2_z_efold_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_z_efold_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-023,1,0
XREG-v0.3-TECHNICAL,LIT-X002::C2_z_positive_auc_0_20_mm,LIT-X002,directional_two_point_correlation_physical_lag,C2_z_positive_auc_0_20_mm,mm,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-024,1,0
XREG-v0.3-TECHNICAL,LIT-X002::S2_x_r10p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_x_r10p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-025,4,3
XREG-v0.3-TECHNICAL,LIT-X002::S2_x_r20p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_x_r20p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_resolution,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_resolution,False,False,False,raw value is persisted even when held or diagnostic,58,58,56,U096-BLK-026,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_x_r2p5_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_x_r2p5_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-027,4,3
XREG-v0.3-TECHNICAL,LIT-X002::S2_x_r5p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_x_r5p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-028,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_y_r10p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_y_r10p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-025,4,3
XREG-v0.3-TECHNICAL,LIT-X002::S2_y_r20p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_y_r20p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_resolution,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_resolution,False,False,False,raw value is persisted even when held or diagnostic,58,58,56,U096-BLK-026,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_y_r2p5_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_y_r2p5_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-027,4,3
XREG-v0.3-TECHNICAL,LIT-X002::S2_y_r5p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_y_r5p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-028,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_z_r10p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_z_r10p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-029,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_z_r20p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_z_r20p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,56,U096-BLK-030,1,0
XREG-v0.3-TECHNICAL,LIT-X002::S2_z_r2p5_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_z_r2p5_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_resolution,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_resolution,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-031,2,1
XREG-v0.3-TECHNICAL,LIT-X002::S2_z_r5p0_probability,LIT-X002,directional_two_point_correlation_physical_lag,S2_z_r5p0_probability,dimensionless,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,S2_i(r)=mean(I(x)I(x+r)); C2=(S2-phi^2)/(phi(1-phi)); fixed 0:2.5:20 mm physical lags,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,57,U096-BLK-032,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_x_auc_mm,LIT-X003,directional_lineal_path,L_x_auc_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-033,2,1
XREG-v0.3-TECHNICAL,LIT-X003::L_x_half_decay_mm,LIT-X003,directional_lineal_path,L_x_half_decay_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,7,U096-BLK-034,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_x_k0,LIT-X003,directional_lineal_path,L_x_k0,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-035,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_x_k1,LIT-X003,directional_lineal_path,L_x_k1,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-036,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_y_auc_mm,LIT-X003,directional_lineal_path,L_y_auc_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-033,2,1
XREG-v0.3-TECHNICAL,LIT-X003::L_y_half_decay_mm,LIT-X003,directional_lineal_path,L_y_half_decay_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,7,U096-BLK-037,1,0
